iter	Passed	Remaining
198	468	1884
199	469	1879
200	471	1874
201	473	1870
202	475	1865
203	476	1859
204	478	1854
205	479	1849
206	481	1844
207	483	1839
208	484	1834
209	486	1829
210	487	1824
211	489	1819
212	491	1814
213	492	1810
214	494	1806
215	496	1801
216	498	1797
217	499	1792
218	501	1787
219	502	1782
220	504	1778
221	506	1773
222	507	1768
223	509	1764
224	510	1759
225	512	1754
226	513	1750
227	515	1745
228	517	1741
229	519	1737
230	520	1733
231	522	1729
232	524	1725
233	525	1721
234	527	1717
235	529	1713
236	530	1708
237	532	1704
238	533	1700
239	535	1695
240	537	1691
241	538	1687
242	540	1682
243	542	1679
244	543	1675
245	545	1671
246	546	1667
247	548	1663
248	550	1659
249	551	1655
250	553	1651
251	555	1647
252	556	1644
253	558	1640
254	560	1636
255	561	1632
256	563	1629
257	565	1625
258	567	1622
259	568	1618
260	570	1615
261	572	1611
262	573	1608
263	575	1604
264	577	1601
265	579	1598
266	581	1595
267	582	1591
268	584	1588
269	586	1584
270	587	1580
271	589	1577
272	590	1573
273	592	1569
274	594	1567
275	596	1563
276	597	1560
277	599	1556
278	601	1553
279	602	1550
280	604	1546
281	606	1543
282	607	1539
283	609	1536
284	611	1533
285	612	1529
286	614	1526
287	616	1523
288	617	1519
289	619	1516
290	620	1512
291	622	1509
292	624	1506
293	625	1502
294	627	1500
295	629	1497
296	631	1494
297	632	1490
298	634	1487
299	636	1484
300	637	1481
301	639	1478
302	641	1474
303	642	1471
304	644	1468
305	646	1465
306	647	1462
307	649	1459
308	651	1455
309	652	1452
310	654	1449
311	655	1446
312	657	1443
313	659	1440
314	661	1437
315	662	1434
316	664	1431
317	666	1428
318	667	1425
319	669	1422
320	670	1419
321	672	1415
322	674	1413
323	675	1410
324	677	1407
325	679	1404
326	680	1401
327	682	1397
328	683	1394
329	685	1392
330	687	1389
331	689	1386
332	690	1383
333	692	1380
334	694	1377
335	695	1374
336	697	1371
337	698	1369
338	700	1365
339	702	1363
340	703	1360
341	705	1357
342	707	1354
343	708	1351
344	710	1348
345	712	1346
346	713	1343
347	715	1340
348	717	1337
349	718	1334
350	720	1331
351	722	1329
352	723	1326
353	725	1323
354	727	1321
355	728	1318
356	730	1316
357	732	1313
358	734	1310
359	735	1307
360	737	1305
361	739	1302
362	740	1300
363	742	1297
364	744	1294
365	746	1292
366	747	1289
367	749	1287
368	751	1284
369	752	1281
370	754	1279
371	756	1277
372	758	1274
373	760	1272
374	761	1269
375	763	1267
376	765	1264
377	766	1261
378	768	1258
379	769	1256
380	771	1253
381	773	1251
382	775	1248
383	776	1246
384	778	1243
385	780	1241
386	782	1238
387	783	1236
388	785	1233
389	787	1231
390	788	1228
391	790	1225
392	792	1223
393	793	1220
394	795	1218
395	797	1216
396	799	1213
397	800	1211
398	802	1209
399	804	1207
400	806	1204
401	808	1202
402	809	1199
403	811	1196
404	812	1194
405	814	1191
406	816	1189
407	817	1186
408	819	1184
409	821	1181
410	822	1179
411	824	1176
412	826	1174
413	828	1172
414	829	1169
415	831	1166
416	832	1164
417	834	1161
418	836	1159
419	837	1157
420	839	1154
421	841	1152
422	843	1150
423	845	1148
424	846	1145
425	848	1143
426	850	1140
427	851	1138
428	853	1135
429	854	1133
430	856	1130
431	858	1128
432	859	1125
433	861	1123
434	862	1120
435	864	1118
436	865	1115
437	867	1113
438	869	1110
439	870	1108
440	872	1105
441	873	1103
442	875	1100
443	876	1098
444	878	1095
445	880	1093
446	881	1090
447	883	1088
448	884	1085
449	886	1083
450	888	1080
451	889	1078
452	891	1076
453	892	1073
454	894	1070
455	895	1068
456	897	1065
457	898	1063
458	900	1061
459	901	1058
460	903	1056
461	904	1053
462	906	1051
463	908	1049
464	909	1046
465	911	1044
466	912	1041
467	914	1039
468	915	1037
469	917	1034
470	918	1032
471	920	1029
472	922	1027
473	923	1024
474	924	1022
475	926	1019
476	927	1017
477	929	1014
478	930	1012
479	932	1009
480	933	1007
481	935	1005
482	936	1002
483	938	1000
484	939	997
485	940	995
486	942	992
487	943	990
488	945	987
489	946	985
490	948	983
491	949	980
492	951	978
493	952	975
494	954	973
495	955	971
496	957	968
497	958	966
498	960	964
499	961	961
500	963	959
501	965	957
502	966	955
503	968	952
504	969	950
505	971	948
506	973	946
507	974	944
508	976	942
509	978	939
510	979	937
511	981	935
512	983	933
513	986	932
514	987	930
515	989	928
516	991	926
517	993	924
518	995	922
519	996	920
520	998	918
521	1000	916
522	1002	914
523	1004	912
524	1005	910
525	1007	907
526	1009	905
527	1011	903
528	1012	901
529	1014	899
530	1015	897
531	1017	895
532	1019	893
533	1020	890
534	1022	888
535	1024	886
536	1025	884
537	1027	882
538	1029	880
539	1030	878
540	1032	875
541	1034	873
542	1035	871
543	1037	869
544	1039	867
545	1040	865
546	1041	862
547	1043	860
548	1045	858
549	1046	856
550	1048	854
551	1049	852
552	1051	849
553	1053	847
554	1054	845
555	1056	843
556	1057	841
557	1059	839
558	1061	837
559	1062	834
560	1064	832
561	1065	830
562	1067	828
563	1068	826
564	1070	824
565	1072	821
566	1073	819
567	1075	817
568	1076	815
569	1078	813
570	1080	811
571	1081	809
572	1082	807
573	1084	804
574	1086	802
575	1087	800
576	1089	798
577	1090	796
578	1092	794
579	1094	792
580	1095	790
581	1097	788
582	1098	786
583	1100	783
584	1101	781
585	1103	779
586	1105	777
587	1107	775
588	1108	773
589	1110	771
590	1112	769
591	1113	767
592	1115	765
593	1117	763
594	1118	761
595	1120	759
596	1121	757
597	1123	755
598	1125	753
599	1126	751
600	1128	749
601	1130	747
602	1131	745
603	1133	743
604	1135	741
605	1136	739
606	1138	737
607	1140	735
608	1141	733
609	1143	731
610	1144	728
611	1146	726
612	1148	724
613	1150	722
614	1151	721
615	1153	719
616	1155	716
617	1156	715
618	1158	713
619	1160	711
620	1161	709
621	1163	707
622	1165	704
623	1166	703
624	1168	700
625	1169	698
626	1171	697
627	1173	695
628	1175	693
629	1176	691
630	1178	689
631	1179	687
632	1181	685
633	1183	682
634	1184	680
635	1186	678
636	1187	676
637	1189	674
638	1190	672
639	1192	670
640	1193	668
641	1195	666
642	1196	664
643	1198	662
644	1200	660
645	1201	658
646	1203	656
647	1204	654
648	1206	652
649	1207	650
650	1209	648
651	1210	646
652	1212	644
653	1213	642
654	1215	640
655	1216	638
656	1218	636
657	1219	634
658	1221	632
659	1223	630
660	1224	628
661	1226	626
662	1227	623
663	1229	621
664	1230	619
665	1232	617
666	1233	615
667	1235	613
668	1236	611
669	1238	610
670	1240	608
671	1241	606
672	1243	604
673	1244	602
674	1246	600
675	1247	598
676	1249	596
677	1251	594
678	1252	592
679	1254	590
680	1256	588
681	1257	586
682	1259	584
683	1260	582
684	1262	580
685	1264	578
686	1265	576
687	1267	574
688	1268	572
689	1270	570
690	1272	568
691	1273	566
692	1275	564
693	1276	562
694	1278	560
695	1279	558
696	1281	556
697	1282	554
698	1284	553
699	1285	551
700	1287	549
701	1288	547
702	1290	545
703	1291	543
704	1293	541
705	1294	539
706	1296	537
707	1297	535
708	1299	533
709	1301	531
710	1302	529
711	1304	527
712	1305	525
713	1307	523
714	1308	521
715	1310	519
716	1311	517
717	1313	515
718	1314	513
719	1315	511
720	1317	509
721	1319	507
722	1320	506
723	1322	504
724	1323	502
725	1325	500
726	1326	498
727	1328	496
728	1329	494
729	1331	492
730	1333	490
731	1334	488
732	1336	486
733	1337	484
734	1339	482
735	1340	480
736	1342	478
737	1343	477
738	1345	475
739	1346	473
740	1348	471
741	1349	469
742	1351	467
743	1352	465
744	1353	463
745	1355	461
746	1356	459
747	1358	457
748	1359	455
749	1361	453
750	1362	451
751	1364	449
752	1365	447
753	1367	446
754	1368	444
755	1370	442
756	1371	440
757	1372	438
758	1374	436
759	1375	434
760	1377	432
761	1378	430
762	1380	428
763	1381	426
764	1383	424
765	1384	423
766	1386	421
767	1387	419
768	1389	417
769	1390	415
770	1391	413
771	1393	411
772	1395	409
773	1396	407
774	1398	405
775	1399	404
776	1401	402
777	1402	400
778	1404	398
779	1406	396
780	1407	394
781	1408	392
782	1410	390
783	1412	389
784	1413	387
785	1415	385
786	1416	383
787	1418	381
788	1419	379
789	1421	377
790	1422	375
791	1424	373
792	1425	372
793	1427	370
794	1428	368
795	1430	366
796	1431	364
797	1433	362
798	1434	360
799	1436	359
800	1437	357
801	1439	355
802	1440	353
803	1442	351
804	1443	349
805	1445	347
806	1446	346
807	1448	344
808	1450	342
809	1451	340
810	1452	338
811	1454	336
812	1455	334
813	1457	332
814	1458	331
815	1460	329
816	1461	327
817	1463	325
818	1464	323
819	1465	321
820	1467	319
821	1468	318
822	1470	316
823	1471	314
824	1473	312
825	1474	310
826	1475	308
827	1477	306
828	1479	305
829	1480	303
830	1481	301
831	1483	299
832	1484	297
833	1486	295
834	1487	293
835	1489	292
836	1490	290
837	1491	288
838	1493	286
839	1495	284
840	1496	282
841	1498	281
842	1499	279
843	1501	277
844	1502	275
845	1504	273
846	1505	271
847	1507	270
848	1508	268
849	1510	266
850	1511	264
851	1513	262
852	1514	261
853	1516	259
854	1517	257
855	1519	255
856	1520	253
857	1522	251
858	1523	250
859	1525	248
860	1526	246
861	1528	244
862	1529	242
863	1531	241
864	1532	239
865	1534	237
866	1535	235
867	1537	233
868	1538	231
869	1540	230
870	1541	228
871	1543	226
872	1544	224
873	1546	222
874	1547	221
875	1549	219
876	1550	217
877	1552	215
878	1553	213
879	1554	212
880	1556	210
881	1557	208
882	1559	206
883	1560	204
884	1562	203
885	1563	201
886	1565	199
887	1566	197
888	1568	195
889	1569	194
890	1571	192
891	1572	190
892	1574	188
893	1575	186
894	1577	185
895	1578	183
896	1580	181
897	1581	179
898	1583	177
899	1584	176
900	1586	174
901	1587	172
902	1589	170
903	1590	168
904	1592	167
905	1593	165
906	1595	163
907	1596	161
908	1597	159
909	1599	158
910	1600	156
911	1602	154
912	1603	152
913	1605	151
914	1606	149
915	1608	147
916	1609	145
917	1611	143
918	1612	142
919	1614	140
920	1615	138
921	1617	136
922	1618	135
923	1620	133
924	1621	131
925	1623	129
926	1625	127
927	1626	126
928	1628	124
929	1629	122
930	1631	120
931	1632	119
932	1633	117
933	1635	115
934	1636	113
935	1638	112
936	1639	110
937	1640	108
938	1642	106
939	1643	104
940	1645	103
941	1646	101
942	1648	99
943	1649	97
944	1651	96
945	1652	94
946	1654	92
947	1655	90
948	1657	89
949	1658	87
950	1660	85
951	1661	83
952	1663	82
953	1664	80
954	1666	78
955	1667	76
956	1668	74
957	1670	73
958	1671	71
959	1673	69
960	1675	67
961	1676	66
962	1677	64
963	1679	62
964	1680	60
965	1682	59
966	1683	57
967	1685	55
968	1686	53
969	1688	52
970	1690	50
971	1691	48
972	1693	46
973	1695	45
974	1696	43
975	1698	41
976	1699	40
977	1701	38
978	1703	36
979	1704	34
980	1706	33
981	1708	31
982	1709	29
983	1711	27
984	1713	26
985	1714	24
986	1716	22
987	1717	20
988	1719	19
989	1721	17
990	1723	15
991	1724	13
992	1726	12
993	1727	10
994	1729	8
995	1731	6
996	1732	5
997	1734	3
998	1735	1
999	1737	0
